SYMBOL,GID,GENENAME
HOXD11,104832932,homeobox protein Hox-D11
HOXD10,104830976,homeobox protein Hox-D10
HOXD12,104830987,homeobox protein Hox-D12
HOXD13,104832939,homeobox protein Hox-D13
EVX2,104832948,homeobox even-skipped homolog protein 2
KIAA1715,104830994,protein lunapark isoform X1
ATP5G3,104831010,"ATP synthase F(0) complex subunit C3, mitochondrial isoform X1"
ATF2,104831037,cyclic AMP-dependent transcription factor ATF-2 isoform X1
CHN1,104831070,N-chimaerin
CHRNA1,104831083,acetylcholine receptor subunit alpha isoform X1
WIPF1,104832956,WAS/WASL-interacting protein family member 1
GPR155,104831108,integral membrane protein GPR155
SCRN3,104831098,secernin-3
CIR1,104831120,corepressor interacting with RBPJ 1 isoform X1
SP9,104832962,transcription factor Sp9
OLA1,104831139,obg-like ATPase 1
SP3,104831143,transcription factor Sp3 isoform X1
CDCA7,104831161,cell division cycle-associated protein 7
LOC104831172,104831172,mitogen-activated protein kinase kinase kinase MLT isoform X1
RAPGEF4,104831200,rap guanine nucleotide exchange factor 4 isoform X1
LOC104831222,104831222,neurabin-1-like
PDK1,104831230,"pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 1, mitochondrial isoform X1"
LOC104831301,104831301,"uncharacterized LOC104831301, transcript variant X6"
ITGA6,104831266,integrin alpha-6 isoform X1
DLX1,104831314,homeobox protein DLX-1
METAP1D,104831325,"methionine aminopeptidase 1D, mitochondrial"
HAT1,104831329,histone acetyltransferase type B catalytic subunit isoform X1
SLC25A12,104831339,calcium-binding mitochondrial carrier protein Aralar1 isoform X1
DYNC1I2,104831362,cytoplasmic dynein 1 intermediate chain 2 isoform X1
LOC104831373,104831373,cytochrome b reductase 1
DCAF17,104831384,DDB1- and CUL4-associated factor 17
METTL8,104831395,methyltransferase-like protein 8
TLK1,104831402,serine/threonine-protein kinase tousled-like 1 isoform X1
GORASP2,104831414,Golgi reassembly-stacking protein 2 isoform X1
GAD1,104831427,glutamate decarboxylase 1
LOC104832972,104832972,myosin-IIIb-like
MYO3B,104832978,myosin-IIIb
UBR3,104831434,E3 ubiquitin-protein ligase UBR3 isoform X1
ALKBH5,104831447,RNA demethylase ALKBH5
METTL5,104831466,methyltransferase-like protein 5 isoform X1
SSB,104831455,lupus La protein
KLHL23,104831492,kelch-like protein 23 isoform X1
PHOSPHO2,104831506,pyridoxal phosphate phosphatase PHOSPHO2
CCDC173,104832986,coiled-coil domain-containing protein 173
LOC104832995,104832995,coiled-coil domain-containing protein 173-like
PPIG,104831514,peptidyl-prolyl cis-trans isomerase G
FASTKD1,104831521,FAST kinase domain-containing protein 1
KLHL41,104831530,kelch-like protein 41
BBS5,104831542,Bardet-Biedl syndrome 5 protein
LOC104833000,104833000,collagen alpha-1(XXVIII) chain-like
LRP2,104833005,low-density lipoprotein receptor-related protein 2
LOC104833009,104833009,retinol dehydrogenase 3-like
DHRS9,104831553,dehydrogenase/reductase SDR family member 9
ABCB11,104831574,bile salt export pump isoform X1
G6PC2,104831564,glucose-6-phosphatase 2
SPC25,104831587,kinetochore protein Spc25
CERS6,104831596,ceramide synthase 6
STK39,104833016,STE20/SPS1-related proline-alanine-rich protein kinase
B3GALT1,104831603,"beta-1,3-galactosyltransferase 1"
XIRP2,104833022,xin actin-binding repeat-containing protein 2
LOC104831609,104831609,sodium channel protein type 2 subunit alpha-like isoform X1
SCN1A,104831632,sodium channel protein type 1 subunit alpha isoform X1
TTC21B,104831666,tetratricopeptide repeat protein 21B
GALNT3,104831672,polypeptide N-acetylgalactosaminyltransferase 3
CSRNP3,104831680,cysteine/serine-rich nuclear protein 3
SCN2A,104831689,sodium channel protein type 2 subunit alpha
LOC104831700,104831700,sodium channel protein type 2 subunit alpha-like isoform X1
SLC38A11,104833028,putative sodium-coupled neutral amino acid transporter 11
COBLL1,104831737,cordon-bleu protein-like 1
GRB14,104831745,growth factor receptor-bound protein 14
LOC104831757,104831757,uncharacterized LOC104831757
FIGN,104831753,fidgetin
LOC104831763,104831763,uncharacterized LOC104831763
KCNH7,104831766,potassium voltage-gated channel subfamily H member 7
IFIH1,104831774,interferon-induced helicase C domain-containing protein 1 isoform X1
FAP,104831790,prolyl endopeptidase FAP
GCG,104831799,glucagon
DPP4,104833037,LOW QUALITY PROTEIN: dipeptidyl peptidase 4
SLC4A10,104831806,sodium-driven chloride bicarbonate exchanger isoform X1
TBR1,104831824,T-box brain protein 1
PSMD14,104831835,26S proteasome non-ATPase regulatory subunit 14 isoform X1
TANK,104831867,TRAF family member-associated NF-kappa-B activator isoform X1
RBMS1,104831892,"RNA-binding motif, single-stranded-interacting protein 1 isoform X1"
ITGB6,104831903,integrin beta-6 isoform X1
PLA2R1,104831915,secretory phospholipase A2 receptor isoform X1
LY75,104831924,lymphocyte antigen 75
LOC104833043,104833043,unconventional myosin-X-like
SLC4A3,104831932,anion exchange protein 3
STK11IP,104833050,serine/threonine-protein kinase 11-interacting protein
LOC104833059,104833059,gap junction gamma-1 protein-like
INHA,104831941,inhibin alpha chain
OBSL1,104831947,obscurin-like protein 1
TMEM198,104831956,transmembrane protein 198
CHPF,104831964,chondroitin sulfate synthase 2
ASIC4,104831973,acid-sensing ion channel 4
LOC104831982,104831982,rac GTPase-activating protein 1-like
GMPPA,104831993,mannose-1-phosphate guanyltransferase alpha
SPEG,104833066,striated muscle preferentially expressed protein kinase
DES,104832004,desmin
DNPEP,104833074,aspartyl aminopeptidase
PTPRN,104833079,receptor-type tyrosine-protein phosphatase-like N
DNAJB2,104832014,dnaJ homolog subfamily B member 2
TUBA4A,104832023,tubulin alpha-4A chain isoform X1
GLB1L,104833089,beta-galactosidase-1-like protein
ANKZF1,104832034,ankyrin repeat and zinc finger domain-containing protein 1 isoform X1
ATG9A,104832050,autophagy-related protein 9A
ABCB6,104832060,"ATP-binding cassette sub-family B member 6, mitochondrial"
ZFAND2B,104833095,AN1-type zinc finger protein 2B
FAM134A,104832073,protein FAM134A
CNPPD1,104832090,protein CNPPD1 isoform X1
SLC23A3,104833100,solute carrier family 23 member 3
NHEJ1,104832113,non-homologous end-joining factor 1
IHH,104832106,indian hedgehog protein
LOC104833108,104833108,motor neuron and pancreas homeobox protein 1-like
CCDC108,104833115,coiled-coil domain-containing protein 108
CRYBA2,104832122,beta-crystallin A2
FEV,104833121,protein FEV
CDK5R2,104832128,cyclin-dependent kinase 5 activator 2
WNT10A,104833128,protein Wnt-10a
TRNAV-GAC,104798209,tRNA-Val
WNT6,104832139,protein Wnt-6
LOC104833136,104833136,"sterol 26-hydroxylase, mitochondrial"
PRKAG3,104832150,5'-AMP-activated protein kinase subunit gamma-3
TTLL4,104832157,tubulin polyglutamylase TTLL4
STK36,104833148,serine/threonine-protein kinase 36
RNF25,104833159,E3 ubiquitin-protein ligase RNF25
LOC104832162,104832162,mitochondrial chaperone BCS1
ZNF142,104832168,zinc finger protein 142 isoform X1
PLCD4,104832177,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4"
RQCD1,104832184,cell differentiation protein RCD1 homolog
USP37,104832192,ubiquitin carboxyl-terminal hydrolase 37 isoform X1
VIL1,104832208,villin-1
CTDSP1,104833170,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1
SLC11A1,104833181,natural resistance-associated macrophage protein 1
CATIP,104833192,ciliogenesis-associated TTC17-interacting protein
LOC104832226,104832226,probable hydrolase PNKD
TMBIM1,104832218,protein lifeguard 3
AAMP,104833213,angio-associated migratory cell protein
ARPC2,104832235,actin-related protein 2/3 complex subunit 2
LOC104832239,104832239,C-X-C chemokine receptor type 2-like
RUFY4,104833224,RUN and FYVE domain-containing protein 4
TNS1,104832246,tensin-1
IGFBP5,104832252,insulin-like growth factor-binding protein 5
IGFBP2,104832258,insulin-like growth factor-binding protein 2
RPL37A,104832267,60S ribosomal protein L37a
SMARCAL1,104832272,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 isoform X1
4-Mar,104833232,E3 ubiquitin-protein ligase MARCH4
XRCC5,104832308,X-ray repair cross-complementing protein 5 isoform X1
TMEM169,104832326,transmembrane protein 169
PECR,104832334,peroxisomal trans-2-enoyl-CoA reductase
MAP3K2,104832345,mitogen-activated protein kinase kinase kinase 2 isoform X1
ERCC3,104833243,TFIIH basal transcription factor complex helicase XPB subunit
LOC104833254,104833254,cytochrome P450 27C1
BIN1,104832364,myc box-dependent-interacting protein 1 isoform X1
GYPC,104832397,glycophorin-C
CNTNAP5,104833262,contactin-associated protein-like 5
MRAS,104832407,ras-related protein M-Ras
TMEM177,104832419,transmembrane protein 177
PTPN4,104832427,tyrosine-protein phosphatase non-receptor type 4 isoform X1
EPB41L5,104832442,band 4.1-like protein 5
RALB,104832450,ras-related protein Ral-B
INHBB,104833271,inhibin beta B chain
GLI2,104832457,zinc finger protein GLI2 isoform X1
TFCP2L1,104833282,transcription factor CP2-like protein 1
CLASP1,104832465,CLIP-associating protein 1 isoform X1
NIFK,104833293,MKI67 FHA domain-interacting nucleolar phosphoprotein
TSN,104833301,translin
LOC104832484,104832484,kalirin-like
IQCB1,104832491,IQ calmodulin-binding motif-containing protein 1
EAF2,104832506,ELL-associated factor 2 isoform X1
SLC15A2,104832526,solute carrier family 15 member 2
HSPBAP1,104833312,HSPB1-associated protein 1
DIRC2,104833321,disrupted in renal carcinoma protein 2
SEMA5B,104832535,semaphorin-5B
PDIA5,104832544,protein disulfide-isomerase A5
SEC22A,104832549,vesicle-trafficking protein SEC22a isoform X1
ADCY5,104832562,LOW QUALITY PROTEIN: adenylate cyclase type 5
PTPLB,104832571,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 isoform X1
MYLK,104832594,"myosin light chain kinase, smooth muscle"
LOC104832605,104832605,uncharacterized LOC104832605
CCDC14,104832611,coiled-coil domain-containing protein 14 isoform X1
LOC104833332,104833332,kalirin-like
LOC104832625,104832625,kalirin-like
UMPS,104833342,uridine 5'-monophosphate synthase
ITGB5,104832634,integrin beta-5
MUC13,104833346,mucin-13
HEG1,104833353,protein HEG homolog 1
SLC12A8,104832655,solute carrier family 12 member 8 isoform X1
ZNF148,104832643,zinc finger protein 148 isoform X1
SNX4,104832674,sorting nexin-4 isoform X1
LOC104833361,104833361,TGF-beta receptor type-2-like
OSBPL11,104832683,oxysterol-binding protein-related protein 11
LOC104832686,104832686,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic-like isoform X1"
LMLN,104832696,leishmanolysin-like peptidase isoform X1
FGD5,104833378,"FYVE, RhoGEF and PH domain-containing protein 5"
NR2C2,104833383,nuclear receptor subfamily 2 group C member 2 isoform X1
MRPS25,104833401,"28S ribosomal protein S25, mitochondrial"
RBSN,104833409,rabenosyn-5 isoform X1
LOC104833437,104833437,"uncharacterized LOC104833437, transcript variant X2"
TRH,104833426,thyrotropin releasing hormone
TMCC1,104833446,transmembrane and coiled-coil domains protein 1 isoform X1
PLXND1,104835214,plexin-D1
LOC104835225,104835225,LOW QUALITY PROTEIN: histone H1oo
RHO,104833482,rhodopsin
IFT122,104833489,intraflagellar transport protein 122 homolog isoform X1
MBD4,104833502,methyl-CpG-binding domain protein 4
EFCAB12,104833512,EF-hand calcium-binding domain-containing protein 12
RPL32,104833519,60S ribosomal protein L32
CAND2,104833532,cullin-associated NEDD8-dissociated protein 2 isoform X1
SEC13,104833539,protein SEC13 homolog
IRAK2,104833548,interleukin-1 receptor-associated kinase-like 2 isoform X1
VHL,104835236,von Hippel-Lindau disease tumor suppressor
THUMPD3,104835247,THUMP domain-containing protein 3
SRGAP3,104833562,SLIT-ROBO Rho GTPase-activating protein 3
RAD18,104833572,E3 ubiquitin-protein ligase RAD18
OXTR,104835257,oxytocin receptor
CAV3,104833579,caveolin-3
TRNAI-AAU,104798204,tRNA-Ile
SSUH2,104833584,protein SSUH2 homolog
LMCD1,104833594,LIM and cysteine-rich domains protein 1
GRM7,104833599,metabotropic glutamate receptor 7
EDEM1,104835267,ER degradation-enhancing alpha-mannosidase-like protein 1
ARL8B,104833604,ADP-ribosylation factor-like protein 8B
BHLHE40,104833612,class E basic helix-loop-helix protein 40
ITPR1,104833622,"inositol 1,4,5-trisphosphate receptor type 1"
SUMF1,104833626,sulfatase-modifying factor 1
LOC104833635,104833635,histone-lysine N-methyltransferase SETMAR
LRRN1,104833636,leucine-rich repeat neuronal protein 1
CRBN,104833641,protein cereblon
TRNT1,104833649,"CCA tRNA nucleotidyltransferase 1, mitochondrial"
IL5RA,104835276,interleukin-5 receptor subunit alpha
LOC104833653,104833653,contactin-4 isoform X1
CNTN6,104835285,contactin-6
CHL1,104833662,neural cell adhesion molecule L1-like protein isoform X1
LOC104835292,104835292,contactin-3-like
LOC104835296,104835296,E3 ubiquitin-protein ligase PDZRN3-like
LOC104833676,104833676,E3 ubiquitin-protein ligase PDZRN3-like
PPP4R2,104835303,serine/threonine-protein phosphatase 4 regulatory subunit 2
GXYLT2,104833681,glucoside xylosyltransferase 2
SHQ1,104833683,protein SHQ1 homolog isoform X1
RYBP,104833701,LOW QUALITY PROTEIN: RING1 and YY1-binding protein
PROK2,104835312,prokineticin-2
GPR27,104833712,probable G-protein coupled receptor 27
EIF4E3,104835319,eukaryotic translation initiation factor 4E type 3
FOXP1,104833723,forkhead box protein P1 isoform X1
LOC104835325,104835325,uncharacterized protein LOC104835325
LOC104835331,104835331,pentafunctional AROM polypeptide-like
MITF,104833754,microphthalmia-associated transcription factor isoform X1
FRMD4B,104833799,FERM domain-containing protein 4B
LMOD3,104835338,leiomodin-3
ARL6IP5,104833805,PRA1 family protein 3
UBA3,104833813,NEDD8-activating enzyme E1 catalytic subunit isoform X1
TMF1,104833830,TATA element modulatory factor
EOGT,104833838,EGF domain-specific O-linked N-acetylglucosamine transferase
FAM19A4,104835347,protein FAM19A4
FAM19A1,104833845,protein FAM19A1
SUCLG2,104833855,"succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial"
LOC104833861,104833861,monocarboxylate transporter 2-like
KBTBD8,104833870,kelch repeat and BTB domain-containing protein 8
LRIG1,104835357,leucine-rich repeats and immunoglobulin-like domains protein 1
SLC25A26,104833877,S-adenosylmethionine mitochondrial carrier protein isoform X1
MAGI1,104833892,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1"
ADAMTS9,104835367,A disintegrin and metalloproteinase with thrombospondin motifs 9
PRICKLE2,104833899,prickle-like protein 2
PSMD6,104833908,26S proteasome non-ATPase regulatory subunit 6 isoform X1
ATXN7,104833920,ataxin-7 isoform X1
THOC7,104833933,THO complex subunit 7 homolog
SNTN,104833940,sentan
SYNPR,104835377,synaptoporin
CADPS,104835383,calcium-dependent secretion activator 1
FEZF2,104833949,fez family zinc finger protein 2
LOC104833956,104833956,uncharacterized protein C3orf14 homolog
PTPRG,104833963,receptor-type tyrosine-protein phosphatase gamma
FHIT,104833971,bis(5'-adenosyl)-triphosphatase
LOC104835392,104835392,uncharacterized protein C3orf67 homolog
FAM3D,104835397,protein FAM3D
FAM107A,104833977,protein FAM107A
ACOX2,104833984,peroxisomal acyl-coenzyme A oxidase 2
KCTD6,104833992,BTB/POZ domain-containing protein KCTD6
PDHB,104835402,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
PXK,104833999,PX domain-containing protein kinase-like protein
RPP14,104835407,ribonuclease P protein subunit p14
PRKAR2A,104834008,cAMP-dependent protein kinase type II-alpha regulatory subunit
SLC25A20,104834019,mitochondrial carnitine/acylcarnitine carrier protein
ARIH2,104834041,E3 ubiquitin-protein ligase ARIH2 isoform X1
LOC104834030,104834030,secreted frizzled-related protein 5-like
P4HTM,104835414,transmembrane prolyl 4-hydroxylase
WDR6,104835423,WD repeat-containing protein 6
DALRD3,104835428,DALR anticodon-binding domain-containing protein 3
NDUFAF3,104834109,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3
IMPDH2,104835436,inosine-5'-monophosphate dehydrogenase 2
QRICH1,104834137,glutamine-rich protein 1
QARS,104835447,glutamine--tRNA ligase
LOC104834135,104834135,epidermal differentiation-specific protein-like
SLC6A8,104835458,sodium- and chloride-dependent creatine transporter 1
USP19,104834114,ubiquitin carboxyl-terminal hydrolase 19 isoform X1
LAMB2,104835469,laminin subunit beta-2
LOC104835479,104835479,laminin subunit beta-2-like
CCDC71,104834156,coiled-coil domain-containing protein 71
